Region,Technology,Material,Scenario,Unit,Density,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
EU,Wind offshore,Cr,LDS,t/yr,2052.5097,2027.439068,2003.372965,1979.447679,1955.663255,1932.019739,1908.517178,1885.155617,1861.935102,1838.85568,1815.917397,1793.120298,1770.46443,1759.26359,1748.052507,1736.831177,1725.599599,1714.35777,1703.105688,1691.843349,1680.570752,1669.287894,1657.994773,1646.691386,1635.37773,1624.053804,1612.719604,1601.375129,1590.020375,1578.65534,1567.280023,1555.894419,1544.498528
EU,Wind offshore,Cr,MDS,t/yr,2052.5097,2387.820195,2718.315526,3044.020906,3364.96155,3681.162671,3992.649485,4299.447204,4601.581043,4899.076215,5191.957936,5480.251419,5763.981878,6066.821283,6367.497294,6666.010584,6962.361824,7256.551687,7548.580845,7838.449971,8126.159738,8411.710816,8695.103879,8976.3396,9255.41865,9532.341702,9807.109428,10079.7225,10350.18159,10618.48738,10884.64052,11148.64171,11410.4916
EU,Wind offshore,Cr,HDS,t/yr,2052.5097,2435.90425,2813.038565,3188.60934,3562.616575,3935.06027,4305.940425,4675.25704,5043.010115,5409.19965,5773.825645,6136.8881,6498.387015,6872.67717,7246.967325,7621.25748,7995.547635,8369.83779,8744.127945,9118.4181,9492.708255,9866.99841,10241.28857,10615.57872,10989.86888,11364.15903,11738.44919,12112.73934,12487.0295,12861.31965,13235.60981,13609.89996,13984.19012
EU,Wind offshore,Cu,LDS,t/yr,9301.593,9075.452251,8855.255722,8637.08967,8420.95475,8206.851618,7994.780929,7784.743339,7576.739503,7370.770078,7166.835719,6964.937081,6765.07482,6771.817836,6777.85801,6783.19512,6787.828944,6791.75926,6794.985846,6797.50848,6799.32694,6800.441004,6800.85045,6800.555056,6799.5546,6797.84886,6795.437614,6792.32064,6788.497716,6783.96862,6778.73313,6772.791024,6766.14208
EU,Wind offshore,Cu,MDS,t/yr,9301.593,10798.83261,12267.87505,13708.89606,15122.07138,16507.57672,17865.58784,19196.28046,20499.83033,21776.41316,23026.2047,24249.38069,25446.11685,26767.06828,28076.88083,29375.57404,30663.16748,31939.68071,33205.1333,34459.54479,35702.93475,36935.32274,38156.72833,39367.17106,40566.6705,41755.24621,42932.91776,44099.70469,45255.62657,46400.70296,47534.95343,48658.39752,49771.0548
EU,Wind offshore,Cu,HDS,t/yr,9301.593,11178.21954,13070.22181,14998.88435,16964.20717,18966.19026,21004.83363,23080.13727,25192.10118,27340.72538,29526.00984,31747.95458,34006.5596,35965.2488,37923.938,39882.6272,41841.3164,43800.0056,45758.6948,47717.384,49676.0732,51634.7624,53593.4516,55552.1408,57510.83,59469.5192,61428.2084,63386.8976,65345.5868,67304.276,69262.9652,71221.6544,73180.3436
EU,Wind offshore,Dy,LDS,t/yr,53.34206,48.8084483,44.61473192,40.71801452,37.09909809,33.73996102,30.62368852,27.73440705,25.05722251,22.578162,20.284119,18.16280169,16.20268426,15.32579299,14.49607048,13.71099277,12.96817033,12.26534094,11.60036294,10.97120883,10.37595918,9.812796939,9.280001966,8.775945891,8.299087243,7.847966828,7.421203359,7.017489309,6.635586997,6.274324866,5.932593972,5.609344645,5.303583342
EU,Wind offshore,Dy,MDS,t/yr,53.34206,60.2031591,66.47104153,72.17264024,77.33392917,81.97995321,86.13485733,89.82191483,93.06355477,95.88138868,98.29623635,100.3281511,101.9964439,105.4205652,108.6521819,111.6979192,114.5642087,117.2572931,119.7832316,122.1479048,124.3570193,126.4161128,128.3305585,130.1055694,131.746203,133.2573653,134.6438149,135.9101672,137.0608983,138.1003486,139.0327269,139.8621137,140.5924647
EU,Wind offshore,Dy,HDS,t/yr,53.34206,63.94013167,74.57486533,85.368322,96.32050167,107.4314043,118.70103,130.1293787,141.7164503,153.462245,165.3667627,177.4300033,189.651967,200.575426,211.498885,222.422344,233.345803,244.269262,255.192721,266.11618,277.039639,287.963098,298.886557,309.810016,320.733475,331.656934,342.580393,353.503852,364.427311,375.35077,386.274229,397.197688,408.121147
EU,Wind offshore,Fe,LDS,t/yr,77138.778,76255.70577,75409.65481,74568.16422,73731.2355,72898.87014,72071.06965,71247.83551,70429.16922,69615.07228,68805.54619,68000.59244,67200.21252,66775.20063,66349.79819,65924.0051,65497.82126,65071.2466,64644.281,64216.92438,63789.17664,63361.03769,62932.50743,62503.58576,62074.2726,61644.56785,61214.47141,60783.98319,60353.1031,59921.83103,59490.16691,59058.11062,58625.66208
EU,Wind offshore,Fe,MDS,t/yr,77138.778,89812.8535,102326.5856,114680.723,126876.0145,138913.2089,150793.055,162516.3016,174083.6975,185495.9913,196753.932,207858.2682,218809.7489,230305.8627,241719.8365,253051.696,264301.4669,275469.1748,286554.8453,297558.5043,308480.1773,319319.8899,330077.668,340753.5371,351347.523,361859.6513,372289.9476,382638.4377,392905.1472,403090.1018,413193.3271,423214.8489,433154.6928
EU,Wind offshore,Fe,HDS,t/yr,77138.778,91645.01017,105946.5369,120219.8726,134465.0172,148681.9706,162870.733,177031.3043,191163.6844,205267.8735,219343.8715,233391.6783,247411.2941,261661.5398,275911.7855,290162.0312,304412.2769,318662.5226,332912.7683,347163.014,361413.2597,375663.5054,389913.7511,404163.9968,418414.2425,432664.4882,446914.7339,461164.9796,475415.2253,489665.471,503915.7167,518165.9624,532416.2081
EU,Wind offshore,Mn,LDS,t/yr,3013.8454,2991.954721,2971.354485,2950.776378,2930.22041,2909.686589,2889.174923,2868.685421,2848.218091,2827.772942,2807.349981,2786.949218,2766.57066,2748.271362,2729.966729,2711.65676,2693.341454,2675.020813,2656.694834,2638.363518,2620.026864,2601.684872,2583.337541,2564.98487,2546.62686,2528.26351,2509.894819,2491.520787,2473.141414,2454.756698,2436.366641,2417.97124,2399.570496
EU,Wind offshore,Mn,MDS,t/yr,3013.8454,3517.987376,4018.423596,4515.158642,5008.1971,5497.543554,5983.202588,6465.178787,6943.476735,7418.101016,7889.056216,8356.346917,8819.977705,9284.252574,9745.303826,10203.13158,10657.73597,11109.1171,11557.27511,12002.21011,12443.92223,12882.41158,13317.6783,13749.7225,14178.5443,14604.14383,15026.52121,15445.67657,15861.61002,16274.32168,16683.81169,17090.08015,17493.1272
EU,Wind offshore,Mn,HDS,t/yr,3013.8454,3583.2095,4145.39283,4707.29188,5268.90665,5830.23714,6391.28335,6952.04528,7512.52293,8072.7163,8632.62539,9192.2502,9751.59073,10313.25694,10874.92315,11436.58936,11998.25557,12559.92178,13121.58799,13683.2542,14244.92041,14806.58662,15368.25283,15929.91904,16491.58525,17053.25146,17614.91767,18176.58388,18738.25009,19299.9163,19861.58251,20423.24872,20984.91493
EU,Wind offshore,Mo,LDS,t/yr,424.6834,419.7870764,415.0949996,410.428458,405.78746,401.172014,396.5821283,392.0178113,387.4790713,382.9659169,378.4783563,374.0163978,369.58005,367.2263669,364.8707535,362.5132095,360.1537344,357.7923278,355.4289891,353.063718,350.696514,348.3273767,345.9563055,343.5833001,341.20836,338.8314848,336.4526739,334.071927,331.6892436,329.3046233,326.9180655,324.5295699,322.139136
EU,Wind offshore,Mo,MDS,t/yr,424.6834,494.2920452,562.9700081,630.7218733,697.552225,763.4656477,828.4667256,892.5600433,955.750185,1018.041735,1079.439278,1139.947398,1199.57068,1262.613118,1325.207014,1387.35249,1449.049668,1510.298671,1571.099621,1631.45264,1691.35785,1750.815374,1809.825334,1868.387852,1926.50305,1984.171051,2041.391977,2098.16595,2154.493092,2210.373526,2265.807374,2320.794758,2375.3358
EU,Wind offshore,Mo,HDS,t/yr,424.6834,504.1361,582.33273,660.24508,737.87315,815.21694,892.27645,969.05168,1045.54263,1121.7493,1197.67169,1273.3098,1348.66363,1426.34314,1504.02265,1581.70216,1659.38167,1737.06118,1814.74069,1892.4202,1970.09971,2047.77922,2125.45873,2203.13824,2280.81775,2358.49726,2436.17677,2513.85628,2591.53579,2669.2153,2746.89481,2824.57432,2902.25383
EU,Wind offshore,Nd,LDS,t/yr,551.93634,503.7100469,459.1320758,417.7487394,379.3522134,343.7474599,310.7514683,280.1925409,251.9096196,225.7516516,201.5769917,179.2528396,158.6547103,150.0814175,141.9686862,134.2918998,127.0277521,120.154177,113.6502833,107.4962921,101.6734779,96.16411288,90.95141369,86.01949152,81.35330455,76.93861298,72.76193647,68.81051379,65.07226461,61.53575334,58.19015483,55.02522198,52.03125496
EU,Wind offshore,Nd,MDS,t/yr,551.93634,622.3612059,686.507817,744.6639432,797.1070589,844.1046652,885.9146036,922.7853603,954.9563613,982.6582598,1006.113215,1025.53516,1041.13007,1075.941267,1108.778463,1139.709995,1168.80219,1196.119421,1221.724157,1245.677016,1268.036818,1288.860627,1308.203807,1326.120062,1342.661486,1357.878602,1371.82041,1384.534428,1396.066729,1406.461985,1415.763504,1424.013267,1431.251967
EU,Wind offshore,Nd,HDS,t/yr,551.93634,662.4416175,773.5921455,886.650903,1001.61789,1118.493107,1237.276553,1357.968228,1480.568133,1605.076268,1731.492632,1859.817225,1990.050048,2104.671744,2219.29344,2333.915136,2448.536832,2563.158528,2677.780224,2792.40192,2907.023616,3021.645312,3136.267008,3250.888704,3365.5104,3480.132096,3594.753792,3709.375488,3823.997184,3938.61888,4053.240576,4167.862272,4282.483968
EU,Wind offshore,Ni,LDS,t/yr,1117.788,1132.106288,1146.625645,1160.875584,1174.85602,1188.566867,1202.008038,1215.179448,1228.081011,1240.71264,1253.07425,1265.165755,1276.987068,1268.247358,1259.509114,1250.772335,1242.037022,1233.303178,1224.570803,1215.839898,1207.110464,1198.382502,1189.656014,1180.930999,1172.20746,1163.485397,1154.764812,1146.045705,1137.328078,1128.611931,1119.897266,1111.184083,1102.472384
EU,Wind offshore,Ni,MDS,t/yr,1117.788,1315.37407,1514.615119,1715.483639,1917.952125,2121.99307,2327.578969,2534.682314,2743.2756,2953.33132,3164.821969,3377.720039,3591.998025,3783.363255,3973.642751,4162.83419,4350.935248,4537.943603,4723.856933,4908.672915,5092.389225,5275.003541,5456.513541,5636.916902,5816.2113,5994.394413,6171.463919,6347.417495,6522.252817,6695.967563,6868.559411,7040.026038,7210.36512
EU,Wind offshore,Ni,HDS,t/yr,1117.788,1318.553275,1513.384925,1704.84075,1892.92075,2077.624925,2258.953275,2436.9058,2611.4825,2782.683375,2950.508425,3114.95765,3276.03105,3464.7219,3653.41275,3842.1036,4030.79445,4219.4853,4408.17615,4596.867,4785.55785,4974.2487,5162.93955,5351.6304,5540.32125,5729.0121,5917.70295,6106.3938,6295.08465,6483.7755,6672.46635,6861.1572,7049.84805
EU,Wind offshore,Pr,LDS,t/yr,101.24726,92.07738897,83.60902535,75.75653012,68.47952609,61.74013215,55.50281475,49.73424794,44.40318148,39.48031672,34.93818962,30.75106062,26.89481093,25.45507746,24.0920608,22.80168958,21.58010772,20.42366311,19.32889679,18.29253286,17.31146874,16.38276607,15.50364206,14.67146124,13.88372772,13.1380778,12.43227301,11.7641935,11.13183174,10.53328663,9.966757872,9.430540615,8.923020441
EU,Wind offshore,Pr,MDS,t/yr,101.24726,114.1099211,125.8070506,136.3923351,145.9175361,154.4325496,161.9854655,168.6226244,174.3886727,179.3266166,183.477874,186.8823256,189.5783636,195.8754703,201.8104652,207.3960018,212.6443586,217.5674493,222.1768327,226.4837223,230.4989959,234.2332049,237.6965829,240.8990547,243.8502448,246.5594856,249.0358253,251.2880362,253.3246218,255.1538249,256.7836341,258.2217914,259.4757989
EU,Wind offshore,Pr,HDS,t/yr,101.24726,121.964765,142.940972,164.407562,186.364535,208.811891,231.74963,255.177752,279.096257,303.505145,328.404416,353.79407,379.674107,401.542346,423.410585,445.278824,467.147063,489.015302,510.883541,532.75178,554.620019,576.488258,598.356497,620.224736,642.092975,663.961214,685.829453,707.697692,729.565931,751.43417,773.302409,795.170648,817.038887
EU,Wind offshore,Tb,LDS,t/yr,20.45476,18.7578982,17.18722083,15.72658956,14.36893282,13.10761076,11.93638978,10.84941851,9.841205215,8.906596423,8.040756885,7.239150627,6.49752313,6.149852942,5.820701284,5.509085711,5.214075717,4.934789995,4.670393842,4.420096707,4.183149859,3.958844185,3.746508098,3.545505558,3.355234199,3.175123549,3.004633349,2.843251957,2.690494837,2.54590313,2.409042297,2.279500831,2.156889047
EU,Wind offshore,Tb,MDS,t/yr,20.45476,23.1559006,25.64688655,27.93692213,30.03488992,31.94936078,33.68860346,35.26059402,36.67302488,37.93331375,39.04861212,40.02581372,40.8715625,42.24376255,43.53882948,44.75941765,45.90810378,46.98738896,47.99970075,48.94739516,49.83275854,50.65800953,51.42530085,52.13672113,52.79429662,53.39999289,53.95571651,54.46331665,54.92458666,55.34126557,55.71503961,56.04754368,56.34036271
EU,Wind offshore,Tb,HDS,t/yr,20.45476,24.64163,28.881192,33.220252,37.65881,42.196866,46.83442,51.571472,56.408022,61.34407,66.379616,71.51466,76.749202,81.169756,85.59031,90.010864,94.431418,98.851972,103.272526,107.69308,112.113634,116.534188,120.954742,125.375296,129.79585,134.216404,138.636958,143.057512,147.478066,151.89862,156.319174,160.739728,165.160282
EU,Wind offshore,Zn,LDS,t/yr,20911,20773.7475,20645.2675,20516.76,20388.225,20259.6625,20131.0725,20002.455,19873.81,19745.1375,19616.4375,19487.71,19358.955,19230.1725,19101.3625,18972.525,18843.66,18714.7675,18585.8475,18456.9,18327.925,18198.9225,18069.8925,17940.835,17811.75,17682.6375,17553.4975,17424.33,17295.135,17165.9125,17036.6625,16907.385,16778.08
EU,Wind offshore,Zn,MDS,t/yr,20911,24420.44688,27907.48125,31372.10313,34814.3125,38234.10938,41631.49375,45006.46563,48359.025,51689.17188,54996.90625,58282.22813,61545.1375,64785.63438,68003.71875,71199.39063,74372.65,77523.49688,80651.93125,83757.95313,86841.5625,89902.75938,92941.54375,95957.91563,98951.875,101923.4219,104872.5563,107799.2781,110703.5875,113585.4844,116444.9688,119282.0406,122096.7
EU,Wind offshore,Zn,HDS,t/yr,20911,24867.7,28776.55,32685.4,36594.25,40503.1,44411.95,48320.8,52229.65,56138.5,60047.35,63956.2,67865.05,71773.9,75682.75,79591.6,83500.45,87409.3,91318.15,95227,99135.85,103044.7,106953.55,110862.4,114771.25,118680.1,122588.95,126497.8,130406.65,134315.5,138224.35,142133.2,146042.05
World,Wind,Concrete,LDS,t/yr,17551910,17797097.2,18025015.78,18259709.48,18501123.61,18749199.45,19003874.27,19265081.32,19532749.79,19806804.88,20087167.76,20373755.55,20666481.38,20959154.77,21257521.65,21561379.47,21870524.7,22184752.86,22503858.48,22827635.11,23155875.34,23488370.78,23824912.07,24165288.87,24509289.87,24856702.78,25207314.35,25560910.34,25917275.55,26276193.8,26637447.92,27000819.81,27366090.34
World,Wind,Concrete,MDS,t/yr,17551910,24312474.67,27769448.52,30222234.86,32121702.71,33669078.25,34971911.78,36094527.27,37078497.19,37952263.91,38736155.64,39445213.19,40090882.97,40698423.23,41259985,41781274.4,42266966.92,42720942.41,43146456.58,43546268.57,43922737.5,44277896.54,44613510.58,44931121.7,45232085.3,45517599.27,45788727.55,46046419.56,46291526.1,46524812.66,46746970.53,46958626.13,47160348.91
World,Wind,Concrete,HDS,t/yr,17551910,48714740.22,61871383.29,71534999.83,79184736.58,85486945.7,90803076.83,95353862.12,99285911.55,102702989.2,105682309,108283713.8,110555169.1,112648502.4,114486343.7,116095215.7,117498302.4,118716211.3,119767530.9,120669244,121437040.9,122085559.3,122628571.3,123079130.4,123449688.8,123752190.9,123998150.5,124198712.7,124364706.1,124506684.7,124634964.9,124759654.5,124890679
World,Wind,Steel,LDS,t/yr,5923707.5,5993907.2,6058983.206,6127278.494,6198684.889,6273094.772,6350401.088,6430497.336,6513277.578,6598636.434,6686469.081,6776671.256,6869139.258,6967332.047,7067707.233,7170188.179,7274698.011,7381159.616,7489495.644,7599628.506,7711480.375,7824973.185,7940028.634,8056568.179,8174513.04,8293784.201,8414302.403,8535988.154,8658761.721,8782543.132,8907252.18,9032808.416,9159131.156
World,Wind,Steel,MDS,t/yr,5923707.5,8187440.263,9350525.53,10178629.75,10822290.59,11348696.24,11793757.5,12178951.78,12518159.37,12820876.04,13093887.86,13342215.15,13569677.8,13785157.44,13985268.91,14171903.16,14346609.44,14510673.28,14665173.29,14811023.53,14949005.48,15079792.62,15203969.56,15322047.06,15434474.07,15541647.36,15643919.33,15741604.48,15834984.63,15924313.38,16009819.75,16091711.28,16170176.69
World,Wind,Steel,HDS,t/yr,5923707.5,16525652.46,21063238.9,24437153.42,27138908.2,29389348.28,31307868.51,32967101.96,34415096.66,35685728.41,36804124.78,37789719.63,38658080.86,39437474.27,40123996.93,40727035.3,41254880.84,41714980.72,42114120.58,42458560.39,42754137.12,43006343.53,43220389.39,43401249.68,43553702.98,43682362.26,43791699.9,43886068.18,43969716.1,44046803.4,44121412.31,44197557.34,44279193.63
World,Wind,Plastic,LDS,t/yr,236900,239928.456,242750.7458,245699.662,248771.7375,251963.505,255271.4973,258692.247,262222.287,265858.15,269596.3688,273433.476,277366.0045,281390.487,285503.4563,289701.445,293980.986,298338.612,302770.8558,307274.25,311845.3275,316480.621,321176.6633,325929.987,330737.125,335594.61,340498.9748,345446.752,350434.4745,355458.675,360515.8863,365602.641,370715.472
World,Wind,Plastic,MDS,t/yr,236900,327747.8395,374563.5564,407997.3705,434067.767,455459.9216,473608.4784,489371.144,503302.0239,515780.0472,527075.9079,537389.7857,546873.9338,555646.883,563802.7411,571417.4893,578553.3705,585262.0231,591586.7687,597564.3136,603226.0349,608598.9695,613706.5818,618569.3701,623205.348,627630.4329,631858.7602,635902.9417,639774.2778,643482.9346,647038.0913,650448.0652,653720.4167
World,Wind,Plastic,HDS,t/yr,236900,660892.8011,842545.1207,977733.2021,1086112.968,1176513.162,1253705.113,1320590.283,1379087.201,1430547.849,1475974.529,1516141.963,1551670.359,1583071.314,1610777.849,1635164.724,1656562.59,1675268.082,1691551.192,1705660.731,1717828.474,1728272.33,1737198.809,1744804.964,1751279.937,1756806.2,1761560.562,1765714.995,1769437.312,1772891.73,1776239.345,1779638.525,1783245.249
World,Wind,Glass,LDS,t/yr,407839.5,412811.7625,417443.0097,422308.293,427399.5011,432708.5711,438227.4887,443948.2879,449863.0513,455963.9101,462243.0438,468692.6805,475305.0967,482299.5624,489449.3675,496748.6362,504191.4882,511772.0385,519484.3971,527322.6699,535280.9575,543353.3564,551533.958,559816.8492,568196.1123,576665.8248,585220.0595,593852.8847,602558.3639,611330.5559,620163.5149,629051.2904,637987.9273
World,Wind,Glass,MDS,t/yr,407839.5,564022.4972,644604.7824,702202.0244,747149.2383,784057.1382,815389.004,842617.4388,866693.7471,888268.4612,907806.2871,925650.8716,942063.5849,957505.3299,971891.6219,985352.2759,997993.6133,1009903.825,1021156.881,1031815.447,1041933.077,1051555.91,1060723.978,1069472.248,1077831.44,1085828.695,1093488.11,1100831.18,1107877.162,1114643.374,1121145.452,1127397.559,1133412.567
World,Wind,Glass,HDS,t/yr,407839.5,1139036.727,1453168.18,1687430.741,1875557.654,2032705.678,2167071.145,2283642.915,2385723.775,2475644.57,2555136.098,2625538.461,2687926.317,2743710.701,2793133.057,2836838.219,2875395.59,2909316.425,2939066.425,2965075.106,2987742.871,3007446.437,3024543.054,3039373.825,3052266.346,3063536.832,3073491.833,3082429.645,3090641.471,3098412.387,3106022.139,3113745.83,3121854.488
World,Wind,Al,LDS,t/yr,60879.5,62028.815,63109.21213,64201.76783,65308.0792,66429.68733,67568.07726,68724.67802,69900.8626,71097.94796,72317.19505,73559.80876,74826.93798,75887.91765,76967.32279,78064.16196,79177.44856,80306.2008,81449.44172,82606.19919,83775.50591,84956.39937,86147.92192,87349.12072,88559.04775,89776.75983,91001.31858,92231.79046,93467.24676,94706.76358,95949.42185,97194.30731,98440.51056
World,Wind,Al,MDS,t/yr,60879.5,84707.44075,96931.47247,105647.0412,112433.225,117994.1754,122705.9207,126793.1611,130400.9903,133628.5852,136546.7623,139207.8678,141651.6979,143697.4858,145578.776,147316.1341,148926.4136,150423.6011,151819.4348,153123.8636,154345.3944,155491.3598,156568.1251,157581.2523,158535.6305,159435.5807,160284.941,161087.1363,161845.2359,162562.0013,163239.9262,163881.2703,164488.0878
World,Wind,Al,HDS,t/yr,60879.5,168151.0262,212994.5029,245667.4195,271370.7704,292445.739,310160.5642,325288.211,338340.6951,349679.1385,359571.1154,368222.9549,375799.0764,382272.2219,387899.7032,392771.5126,396965.5119,400550.199,403586.7262,406130.402,408231.8275,409937.768,411291.8325,412335.0077,413106.0845,413641.9998,413978.1156,414148.4457,414185.8445,414122.1627,413988.3778,413814.7047,413630.6886
World,Wind,B,LDS,t/yr,73.135,69.2999939,65.73465591,62.53837803,59.66266426,57.06453143,54.70597184,52.5534626,50.57751801,48.75228133,47.05515308,45.46645255,43.96911006,43.12040399,42.30594074,41.52081051,40.76072135,40.02193744,39.30122267,38.59578911,37.90325,37.22157696,36.54906094,35.88427674,35.22605082,34.57343196,33.92566479,33.28216575,32.64250133,32.00636854,31.37357717,30.74403387,30.11772793
World,Wind,B,MDS,t/yr,73.135,97.80032776,110.964574,120.4735343,127.9349845,134.067979,139.2579407,143.736276,147.6532933,151.1124765,154.1883562,156.9365833,159.399962,161.6767965,163.712827,165.5304511,167.1485202,168.5831344,169.8482213,170.9559673,171.9171438,172.7413569,173.4372424,174.0126198,174.4746143,174.8297558,175.084059,175.2430896,175.3120187,175.2956683,175.1985498,175.0248965,174.7786908
World,Wind,B,HDS,t/yr,73.135,219.958281,294.9848074,358.4104052,414.8926875,466.458801,514.1686528,558.6464225,600.2937455,639.3887273,676.1369634,710.6999593,743.211952,770.4587294,795.8292188,819.488368,841.5921744,862.289848,881.7253701,900.0386385,917.3663216,933.8425067,949.5991972,964.766699,979.4739248,993.8486345,1008.017629,1022.106904,1036.241781,1050.547007,1065.146839,1080.165122,1095.725341
World,Wind,Cr,LDS,t/yr,25860.775,26157.19312,26433.14242,26725.24764,27032.81867,27355.17246,27691.633,28041.53132,28404.20552,28779.00072,29165.26911,29562.36993,29969.66943,30419.62707,30879.68201,31349.46842,31828.61981,32316.76899,32813.54816,33318.58881,33831.5218,34351.9773,34879.58484,35413.97328,35954.7708,36501.60493,37054.10255,37611.88985,38174.59238,38741.83501,39313.24196,39888.43677,40467.04233
World,Wind,Cr,MDS,t/yr,25860.775,35748.49365,40858.96641,44516.35046,47373.80996,49722.70548,51718.68076,53454.77439,54991.08455,56368.7054,57616.99081,58757.64684,59807.18229,60816.12128,61758.71684,62643.11815,63475.9977,64262.88854,65008.43035,65716.55234,66390.61169,67033.49971,67647.72446,68235.47582,68798.67729,69339.02763,69858.03468,70357.04305,70837.25691,71299.75896,71745.52632,72175.44386,72590.31552
World,Wind,Cr,HDS,t/yr,25860.775,72329.06796,92363.75771,107343.8127,119399.618,129488.8615,138129.9173,145638.7353,152224.8533,158036.454,163183.8248,167752.5607,171811.4622,175495.4844,178776.6764,181695.8517,184289.0808,186588.7787,188624.4983,190423.5188,192011.2911,193411.779,194647.7241,195740.8552,196712.0536,197581.4865,198368.7157,199092.7854,199772.2955,200425.4617,201070.1665,201724.0013,202404.3027
World,Wind,Cu,LDS,t/yr,101041.75,101144.6315,101179.87,101295.6918,101484.7655,101739.9038,102054.0638,102420.347,102831.9991,103282.4103,103765.115,104273.7921,104802.2648,106167.8576,107569.7116,109008.095,110483.2319,111995.3026,113544.4434,115130.7467,116754.2607,118414.9901,120112.8953,121847.893,123619.8556,125428.612,127273.9469,129155.601,131073.2713,133026.6106,135015.228,137038.6884,139096.5129
World,Wind,Cu,MDS,t/yr,101041.75,138202.6509,156879.3719,169848.2191,179654.4574,187437.6054,193808.5894,199133.9243,203651.2253,207523.5706,210867.8841,213770.9559,216299.05,219731.5892,222918.1763,225888.693,228667.6367,231275.3471,233728.9017,236042.7826,238229.3798,240299.379,242262.0627,244125.5475,245896.9733,247582.6556,249188.2087,250718.6472,252178.4693,253571.7264,254902.081,256172.8557,257387.0749
World,Wind,Cu,HDS,t/yr,101041.75,283306.0023,361603.2561,419937.1174,466571.8597,505234.7646,537950.8079,565959.5107,590087.0157,610920.9189,628901.4085,644372.6239,657613.413,671848.3971,684401.9653,695437.6613,705102.1309,713529.0009,720841.7053,727155.5851,732579.4738,737216.9137,741167.1005,744525.6266,747385.072,749835.4794,751964.7387,753858.9021,755602.4431,757278.4718,758968.9147,760754.6659,762715.715
World,Wind,Dy,LDS,t/yr,313.605,298.8862342,284.9419414,272.1846287,260.4714641,249.6754814,239.6840431,230.397437,221.7275953,213.5969262,205.9372504,198.6888317,191.7994957,187.1447143,182.6619869,178.3345976,174.1477214,170.0882399,166.1445729,162.306524,158.5651403,154.912584,151.3420153,147.8474866,144.4238448,141.0666443,137.7720664,134.5368475,131.3582132,128.2338193,125.1616981,122.1402105,119.1680021
World,Wind,Dy,MDS,t/yr,313.605,421.1817967,474.7404908,511.2488214,538.2437688,559.1130186,575.6807255,589.0465356,599.9271417,608.8172684,616.0738518,621.9636226,626.6916918,631.9599644,636.3256231,639.8899896,642.7374956,644.9394563,646.5568306,647.6422797,648.2417271,648.3955607,648.1395702,647.5056878,646.5225805,645.2161277,643.6098109,641.7250336,639.5813871,637.1968718,634.5880841,631.7703734,628.7579774
World,Wind,Dy,HDS,t/yr,313.605,913.2310605,1198.335444,1427.93413,1624.676779,1798.629107,1955.181261,2097.589658,2228.002256,2347.937421,2458.532078,2560.68073,2655.118211,2739.465302,2817.302638,2889.230673,2955.804279,3017.543466,3074.941153,3128.468909,3178.581268,3225.719014,3270.311726,3312.779765,3353.535844,3392.986288,3431.532044,3469.569503,3507.491178,3545.686256,3584.541064,3624.439452,3665.763122
World,Wind,Fe,LDS,t/yr,979685.5,991004.4246,1001535.932,1012667.194,1024373.711,1036631.213,1049415.659,1062703.241,1076470.378,1090693.723,1105350.157,1120416.792,1135870.972,1152762.016,1170033.179,1187670.624,1205660.492,1223988.899,1242641.939,1261605.681,1280866.173,1300409.44,1320221.48,1340288.273,1360595.772,1381129.908,1401876.589,1422821.7,1443951.101,1465250.632,1486706.107,1508303.317,1530028.032
World,Wind,Fe,MDS,t/yr,979685.5,1354211.677,1547622.235,1685940.67,1793932.953,1882647.602,1957987.211,2023480.444,2081406.815,2133325.127,2180348.919,2223301.656,2262809.664,2300567.167,2335804.564,2368831.42,2399901.238,2429224.256,2456976.794,2483308.19,2508346.06,2532200.326,2554966.352,2576727.417,2597556.681,2617518.764,2636671.034,2655064.654,2672745.453,2689754.642,2706129.419,2721903.478,2737107.432
World,Wind,Fe,HDS,t/yr,979685.5,2739087.774,3496923.192,4063206.055,4518716.382,4899756.861,5225967.136,5509308.994,5757708.429,5976764.988,6170641.826,6342566.698,6495131.663,6632842.275,6755219.614,6863814.848,6959999.25,7045005.434,7119957.421,7185892.981,7243780.504,7294531.946,7339012.89,7378050.462,7412439.624,7442948.241,7470321.173,7495283.642,7518543.988,7540795.969,7562720.681,7584988.167,7608258.785
World,Wind,Mn,LDS,t/yr,40471.05,40982.20515,41458.51004,41956.87146,42476.64044,43017.16927,43577.81151,44157.92204,44756.85698,45373.97377,46008.63109,46660.18893,47328.00856,48017.46818,48722.12412,49441.38635,50174.66473,50921.36898,51680.90872,52452.69342,53236.13246,54030.63509,54835.61043,55650.46749,56474.61515,57307.46217,58148.4172,58996.88877,59852.28528,60714.015,61581.48611,62454.10663,63331.2845
